"form_number","run_uuid","wbs_primitive","overall","assess_a","assess_b","assess_c"
979,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,0
980,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,-1
981,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,0
982,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,0
983,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,1
984,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,1,0
985,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,0,0
986,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,-1,0
987,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,1
988,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
989,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,-1,0
990,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,-1
991,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,1,1,0
992,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
993,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,1,1
994,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
995,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
996,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,-1,1,-1
997,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,1
998,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,-1,0,0
999,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,1
1000,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,-1,0,0
1001,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,-1,0
1002,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,-1
1003,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,-1,-1,0
1004,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1005,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,0,0
1006,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,1
1007,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,-1,0,0
1008,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,1,0
1009,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,1,0,0
1010,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,1,1
1011,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,-1
1012,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,-1,0
1013,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1014,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1015,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,-1,0,0
1016,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,-1,0,0
1017,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,-1,0,0
1018,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,1,0
1019,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,-1
1020,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1021,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,-1,0
1022,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,-1
1023,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,1,0
1024,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,1,-1,-1
1025,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1026,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,1,0
1027,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,-1,0
1028,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,-1
1029,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,-1,0,0
1030,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,-1,0,0
1031,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1032,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,-1,0
1033,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,-1,-1,1
1034,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,0
1035,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,0
1036,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,1,1
1037,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,-1,0,0
1038,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,1
1039,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,-1
1040,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,1
1041,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,1,0
1042,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,-1
1043,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,-1,0
1044,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,0,0
1045,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,1
1046,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1047,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,0
1048,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,0
1049,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
1050,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,1,0
1051,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,-1
1052,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,1,0
1053,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,1,0
1054,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,-1,0,0
1055,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,1,0,0
1056,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",1,1,1,0
1057,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,0,-1,1
1058,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,0,1,1
1059,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,0,0,0
1060,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,0,-1,0
1061,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,0,-1,0
1062,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",-1,0,0,1
1063,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,0,1,0
1064,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",1,0,0,0
1065,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",-1,0,0,-1
1066,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",-1,0,1,0
1067,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",1,1,0,0
1068,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,1,0,0
1069,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,-1,0,0
1070,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",0,-1,0,0
1071,"af764438-c5e1-4bfd-99f3-9478d602928b","1.7",1,0,0,0
1072,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,-1,0
1073,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,0
1074,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,0
1075,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",-1,0,0,1
1076,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,-1,0,1
1077,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,-1
1078,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",-1,0,-1,0
1079,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,-1,1,0
1080,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",-1,0,1,0
1081,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,1,0
1082,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",-1,0,0,0
1083,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,-1,1,-1
1084,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,-1,0
1085,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,-1,0
1086,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",1,1,0,1
1087,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,-1
1088,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,0
1089,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,1
1090,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,0
1091,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,0
1092,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,1
1093,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,-1,-1
1094,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",-1,0,-1,0
1095,"af764438-c5e1-4bfd-99f3-9478d602928b","1.8",0,0,0,0
